t_ms,lat,lon,speed_kmh,heading_deg,sats,lap,lap_time_ms,best_lap_ms,delta_ms
117200,-23.703208,-46.698387,76.89,71.9,11,4,3400,37600,100
117300,-23.703202,-46.698417,77.99,71.3,8,4,3500,37600,100
117400,-23.703199,-46.698431,79.14,71.0,10,4,3600,37600,100
117500,-23.703194,-46.698460,78.34,70.3,12,4,3700,37600,100
117600,-23.703192,-46.698474,77.62,70.0,10,4,3800,37600,100
117700,-23.703190,-46.698489,78.77,69.7,8,4,3900,37600,100
117800,-23.703187,-46.698517,79.74,69.1,11,4,4000,37600,100
117900,-23.703185,-46.698533,78.50,68.8,11,4,4100,37600,100
118000,-23.703183,-46.698562,77.44,68.2,11,4,4200,37600,100
118100,-23.703182,-46.698578,77.78,67.9,9,4,4300,37600,100
118200,-23.703181,-46.698608,77.80,67.3,12,4,4400,37600,100
118300,-23.703181,-46.698621,78.95,67.0,10,4,4500,37600,100
118400,-23.703181,-46.698652,77.03,66.4,8,4,4600,37600,100
118500,-23.703181,-46.698666,77.49,66.1,10,4,4699,37600,100
118600,-23.703181,-46.698679,78.26,65.8,8,4,4799,37600,100
118700,-23.703182,-46.698711,77.46,65.2,10,4,4899,37600,100
118800,-23.703182,-46.698725,77.17,64.9,12,4,4999,37600,100
118900,-23.703184,-46.698753,78.32,64.4,10,4,5099,37600,100
119000,-23.703185,-46.698767,79.47,64.1,9,4,5199,37600,100
119100,-23.703187,-46.698798,78.00,63.4,8,4,5299,37600,100
119200,-23.703188,-46.698812,77.74,63.1,9,4,5399,37600,100
119300,-23.703191,-46.698840,76.52,62.6,8,4,5499,37600,100
119400,-23.703193,-46.698857,77.08,62.2,8,4,5599,37600,100
119500,-23.703195,-46.698871,76.34,61.9,11,4,5699,37600,100
119600,-23.703198,-46.698898,77.49,61.3,9,4,5799,37600,100
119700,-23.703200,-46.698915,78.38,60.9,10,4,5899,37600,100
119800,-23.703204,-46.698942,76.07,60.3,10,4,5999,37600,100
119900,-23.703207,-46.698959,77.22,59.9,9,4,6099,37600,100
120000,-23.703211,-46.698988,77.18,59.2,12,4,6199,37600,100
120100,-23.703214,-46.699001,78.33,58.9,9,4,6299,37600,100
120200,-23.703216,-46.699017,79.48,58.5,8,4,6399,37600,100
120300,-23.703221,-46.699045,80.15,57.7,10,4,6499,37600,100
120400,-23.703224,-46.699060,77.63,57.3,12,4,6599,37600,100
120500,-23.703230,-46.699090,77.66,56.5,10,4,6699,37600,100
120600,-23.703233,-46.699104,78.81,56.1,11,4,6799,37600,100
120700,-23.703239,-46.699132,76.29,55.2,9,4,6899,37600,100
120800,-23.703242,-46.699145,75.88,54.8,10,4,6999,37600,100
120900,-23.703245,-46.699161,77.03,54.3,10,4,7099,37600,100
121000,-23.703251,-46.699189,77.99,53.3,9,4,7199,37600,100
121100,-23.703254,-46.699203,79.14,52.8,10,4,7299,37600,100
121200,-23.703260,-46.699233,79.28,51.6,9,4,7399,37600,100
121300,-23.703263,-46.699245,78.18,51.0,12,4,7499,37600,100
121400,-23.703269,-46.699276,79.33,49.6,10,4,7599,37600,100
121500,-23.703272,-46.699290,78.08,48.8,10,4,7699,37600,100
121600,-23.703276,-46.699319,78.08,47.1,9,4,7799,37600,100
121700,-23.703278,-46.699333,78.87,46.2,8,4,7899,37600,100
121800,-23.703280,-46.699363,76.35,43.9,8,4,7999,37600,100
121900,-23.703279,-46.699378,73.83,42.6,8,4,8099,37600,100
122000,-23.703278,-46.699392,71.31,41.1,12,4,8199,37600,100
122100,-23.703270,-46.699420,68.79,37.8,11,4,8299,37600,100
122200,-23.703264,-46.699433,66.27,36.0,8,4,8399,37600,100
122300,-23.703257,-46.699446,63.75,34.1,9,4,8499,37600,100
122400,-23.703249,-46.699458,61.23,32.2,11,4,8599,37600,100
122500,-23.703240,-46.699469,62.38,30.4,11,4,8699,37600,100
122600,-23.703231,-46.699481,63.53,28.6,11,4,8799,37600,100
122700,-23.703214,-46.699504,64.68,25.0,9,4,8899,37600,100
122800,-23.703207,-46.699515,65.83,23.3,10,4,8999,37600,100
122900,-23.703199,-46.699527,66.99,21.6,12,4,9099,37600,100
123000,-23.703192,-46.699539,68.14,19.8,12,4,9199,37600,100
123100,-23.703179,-46.699566,68.06,16.3,8,4,9299,37600,100
123200,-23.703174,-46.699579,65.54,14.6,9,4,9399,37600,100
123300,-23.703170,-46.699594,63.02,12.8,9,4,9499,37600,100
123400,-23.703166,-46.699607,60.50,11.1,9,4,9599,37600,100
123500,-23.703163,-46.699622,61.10,9.3,9,4,9699,37600,100
123600,-23.703161,-46.699636,58.70,7.6,11,4,9799,37600,100
123700,-23.703160,-46.699651,59.56,5.9,11,4,9899,37600,100
123800,-23.703160,-46.699665,60.72,4.1,8,4,9999,37600,100
123900,-23.703162,-46.699695,59.39,0.6,8,4,10099,37600,100
124000,-23.703164,-46.699709,60.55,358.9,11,4,10199,37600,100
124100,-23.703166,-46.699724,61.70,357.1,11,4,10299,37600,100
124200,-23.703170,-46.699738,62.85,355.4,9,4,10399,37600,100
124300,-23.703174,-46.699752,64.00,353.6,9,4,10499,37600,100
124400,-23.703178,-46.699767,65.15,351.8,10,4,10599,37600,100
124500,-23.703189,-46.699794,66.31,348.2,8,4,10699,37600,100
124600,-23.703194,-46.699807,67.46,346.5,8,4,10799,37600,100
124700,-23.703200,-46.699820,68.61,344.6,12,4,10899,37600,100
124800,-23.703206,-46.699833,69.76,342.8,12,4,10999,37600,100
124900,-23.703218,-46.699860,70.91,339.0,11,4,11099,37600,100
125000,-23.703224,-46.699873,72.07,337.1,9,4,11199,37600,100
125100,-23.703228,-46.699887,69.55,335.3,10,4,11299,37600,100
125200,-23.703235,-46.699916,67.03,331.6,8,4,11399,37600,100
125300,-23.703237,-46.699930,64.51,329.8,8,4,11499,37600,100
125400,-23.703238,-46.699945,61.99,328.3,12,4,11599,37600,100
125500,-23.703237,-46.699960,59.47,326.7,11,4,11699,37600,100
125600,-23.703236,-46.699974,58.05,325.4,10,4,11799,37600,100
125700,-23.703234,-46.699989,59.20,324.1,8,4,11899,37600,100
125800,-23.703232,-46.700002,60.35,323.0,11,4,11999,37600,100
125900,-23.703229,-46.700017,61.50,322.0,8,4,12099,37600,100
126000,-23.703223,-46.700046,62.65,320.0,9,4,12199,37600,100
126100,-23.703219,-46.700061,63.81,319.1,9,4,12299,37600,100
126200,-23.703215,-46.700074,64.96,318.3,11,4,12399,37600,100
126300,-23.703212,-46.700088,66.11,317.5,10,4,12499,37600,100
126400,-23.703208,-46.700103,67.26,316.8,8,4,12599,37600,100
126500,-23.703200,-46.700129,68.41,315.5,11,4,12699,37600,100
126600,-23.703196,-46.700143,69.57,314.8,12,4,12799,37600,100
126700,-23.703192,-46.700158,70.72,314.2,10,4,12899,37600,100
126800,-23.703184,-46.700187,71.87,313.0,12,4,12999,37600,100
126900,-23.703180,-46.700200,73.02,312.5,9,4,13099,37600,100
127000,-23.703177,-46.700213,74.17,312.0,11,4,13199,37600,100
127100,-23.703169,-46.700243,75.33,310.9,8,4,13299,37600,100
127200,-23.703165,-46.700257,76.48,310.4,12,4,13399,37600,100
127300,-23.703158,-46.700286,77.63,309.5,10,4,13499,37600,100
127400,-23.703155,-46.700301,78.25,309.0,12,4,13599,37600,100
127500,-23.703148,-46.700328,76.90,308.2,11,4,13699,37600,100
127600,-23.703145,-46.700343,78.06,307.7,11,4,13799,37600,100
127700,-23.703142,-46.700355,78.15,307.3,12,4,13899,37600,100
127800,-23.703136,-46.700387,79.30,306.4,9,4,13999,37600,100
127900,-23.703134,-46.700399,78.35,306.1,11,4,14099,37600,100
128000,-23.703128,-46.700428,77.58,305.3,12,4,14199,37600,100
128100,-23.703125,-46.700444,76.23,304.9,12,4,14299,37600,100
128200,-23.703121,-46.700473,76.39,304.1,8,4,14399,37600,100
128300,-23.703119,-46.700486,77.55,303.7,8,4,14499,37600,100
128400,-23.703117,-46.700499,76.16,303.4,10,4,14599,37600,100
128500,-23.703113,-46.700529,76.13,302.7,12,4,14699,37600,100
128600,-23.703112,-46.700545,76.46,302.3,10,4,14799,37600,100
128700,-23.703109,-46.700575,77.61,301.5,12,4,14899,37600,100
128800,-23.703108,-46.700588,78.76,301.2,12,4,14999,37600,100
128900,-23.703106,-46.700617,78.53,300.5,11,4,15099,37600,100
129000,-23.703105,-46.700633,79.43,300.1,10,4,15199,37600,100
129100,-23.703104,-46.700649,76.91,299.7,11,4,15299,37600,100
129200,-23.703104,-46.700677,75.72,299.0,9,4,15399,37600,100
129300,-23.703104,-46.700693,76.87,298.6,10,4,15499,37600,100
129400,-23.703104,-46.700720,77.17,298.0,10,4,15599,37600,100
129500,-23.703105,-46.700735,78.32,297.6,12,4,15699,37600,100
129600,-23.703107,-46.700765,77.32,296.9,8,4,15799,37600,100
129700,-23.703108,-46.700779,76.45,296.5,9,4,15899,37600,100
129800,-23.703110,-46.700796,76.91,296.1,9,4,15999,37600,100
129900,-23.703113,-46.700823,76.13,295.3,11,4,16099,37600,100
130000,-23.703116,-46.700838,77.28,294.9,8,4,16199,37600,100
130100,-23.703121,-46.700866,78.38,294.2,9,4,16299,37600,100
130200,-23.703125,-46.700881,77.29,293.7,12,4,16399,37600,100
130300,-23.703133,-46.700910,77.77,292.9,10,4,16499,37600,100
130400,-23.703137,-46.700923,77.46,292.5,12,4,16599,37600,100
130500,-23.703142,-46.700937,75.24,292.0,12,4,16699,37600,100
130600,-23.703154,-46.700964,76.08,291.1,11,4,16799,37600,100
130700,-23.703160,-46.700976,73.56,290.6,10,4,16899,37600,100
130800,-23.703176,-46.701001,71.04,289.6,12,4,16999,37600,100
130900,-23.703184,-46.701012,68.52,289.1,9,4,17099,37600,100
131000,-23.703194,-46.701023,66.00,288.5,12,4,17199,37600,100
131100,-23.703203,-46.701034,63.48,288.0,11,4,17299,37600,100
131200,-23.703214,-46.701043,60.96,287.4,11,4,17399,37600,100
131300,-23.703224,-46.701051,58.44,286.9,10,4,17499,37600,100
131400,-23.703236,-46.701059,55.92,286.3,8,4,17599,37600,100
131500,-23.703248,-46.701065,53.64,285.7,9,4,17699,37600,100
131600,-23.703261,-46.701071,54.79,285.1,9,4,17799,37600,100
131700,-23.703273,-46.701076,55.95,284.5,9,4,17899,37600,100
131800,-23.703300,-46.701082,56.65,283.3,12,4,17999,37600,100
131900,-23.703313,-46.701084,57.80,282.8,8,4,18099,37600,100
132000,-23.703327,-46.701085,58.95,282.2,9,4,18199,37600,100
132100,-23.703341,-46.701086,60.11,281.6,10,4,18299,37600,100
132200,-23.703353,-46.701086,61.26,281.0,8,4,18399,37600,100
132300,-23.703367,-46.701085,62.41,280.4,9,4,18499,37600,100
132400,-23.703381,-46.701084,63.56,279.8,12,4,18599,37600,100
132500,-23.703393,-46.701083,64.71,279.3,10,4,18699,37600,100
132600,-23.703420,-46.701080,65.87,278.1,11,4,18799,37600,100
132700,-23.703434,-46.701078,67.02,277.5,9,4,18900,37600,100
132800,-23.703447,-46.701075,68.17,276.9,12,4,19000,37600,100
132900,-23.703461,-46.701073,69.32,276.3,11,4,19100,37600,100
133000,-23.703487,-46.701068,70.47,275.2,9,4,19200,37600,100
133100,-23.703501,-46.701064,71.63,274.5,12,4,19300,37600,100
133200,-23.703513,-46.701061,72.78,274.0,12,4,19400,37600,100
133300,-23.703539,-46.701054,73.93,272.8,8,4,19500,37600,100
133400,-23.703553,-46.701049,75.08,272.2,12,4,19600,37600,100
133500,-23.703578,-46.701039,76.23,271.0,12,4,19700,37600,100
133600,-23.703590,-46.701034,73.71,270.5,12,4,19800,37600,100
133700,-23.703602,-46.701027,71.49,269.9,8,4,19900,37600,100
133800,-23.703626,-46.701013,68.97,268.8,11,4,20000,37600,100
133900,-23.703637,-46.701004,68.27,268.2,8,4,20100,37600,100
134000,-23.703647,-46.700996,67.93,267.7,11,4,20200,37600,100
134100,-23.703658,-46.700987,68.80,267.2,9,4,20300,37600,100
134200,-23.703678,-46.700967,68.68,266.2,12,4,20400,37600,100
134300,-23.703687,-46.700956,69.83,265.7,12,4,20500,37600,100
134400,-23.703696,-46.700945,70.98,265.2,12,4,20600,37600,100
134500,-23.703712,-46.700922,72.13,264.3,8,4,20700,37600,100
134600,-23.703721,-46.700910,73.28,263.8,12,4,20800,37600,100
134700,-23.703728,-46.700898,74.44,263.3,8,4,20900,37600,100
134800,-23.703743,-46.700873,75.59,262.4,11,4,21000,37600,100
134900,-23.703749,-46.700861,76.74,262.0,11,4,21100,37600,100
135000,-23.703763,-46.700835,75.82,261.1,12,4,21200,37600,100
135100,-23.703769,-46.700822,76.98,260.7,9,4,21300,37600,100
135200,-23.703775,-46.700808,77.26,260.2,9,4,21400,37600,100
135300,-23.703787,-46.700783,76.39,259.3,12,4,21500,37600,100
135400,-23.703793,-46.700769,77.54,258.8,11,4,21600,37600,100
135500,-23.703805,-46.700743,76.09,257.9,8,4,21700,37600,100
135600,-23.703811,-46.700729,76.92,257.4,9,4,21800,37600,100
135700,-23.703823,-46.700703,78.07,256.4,10,4,21900,37600,100
135800,-23.703829,-46.700690,76.26,255.8,12,4,22000,37600,100
135900,-23.703836,-46.700676,77.41,255.2,8,4,22100,37600,100
136000,-23.703849,-46.700652,78.56,254.1,11,4,22200,37600,100
136100,-23.703857,-46.700640,76.42,253.4,9,4,22300,37600,100
136200,-23.703873,-46.700616,73.90,251.9,8,4,22400,37600,100
136300,-23.703883,-46.700605,71.38,251.1,10,4,22500,37600,100
136400,-23.703893,-46.700595,68.86,250.3,8,4,22600,37600,100
136500,-23.703904,-46.700587,66.34,249.5,8,4,22700,37600,100
136600,-23.703927,-46.700572,63.82,247.7,12,4,22800,37600,100
136700,-23.703939,-46.700566,61.30,246.9,9,4,22900,37600,100
136800,-23.703952,-46.700560,62.45,245.9,11,4,23000,37600,100
136900,-23.703964,-46.700555,63.61,245.1,10,4,23100,37600,100
137000,-23.703977,-46.700550,64.76,244.2,8,4,23200,37600,100
137100,-23.703989,-46.700545,65.91,243.3,9,4,23300,37600,100
137200,-23.704015,-46.700535,67.06,241.5,11,4,23400,37600,100
137300,-23.704027,-46.700528,68.21,240.6,8,4,23500,37600,100
137400,-23.704039,-46.700522,67.00,239.7,12,4,23600,37600,100
137500,-23.704050,-46.700515,64.48,238.9,9,4,23700,37600,100
137600,-23.704072,-46.700497,61.96,237.1,12,4,23800,37600,100
137700,-23.704082,-46.700488,59.44,236.3,8,4,23900,37600,100
137800,-23.704092,-46.700477,56.92,235.3,10,4,24000,37600,100
137900,-23.704101,-46.700465,55.58,234.4,9,4,24100,37600,100
138000,-23.704108,-46.700454,54.80,233.7,10,4,24200,37600,100
138100,-23.704116,-46.700441,55.96,232.8,10,4,24300,37600,100
138200,-23.704122,-46.700428,56.78,231.9,8,4,24400,37600,100
138300,-23.704127,-46.700416,57.94,231.2,10,4,24500,37600,100
138400,-23.704132,-46.700401,59.09,230.3,8,4,24600,37600,100
138500,-23.704136,-46.700388,60.24,229.6,9,4,24700,37600,100
138600,-23.704140,-46.700373,61.39,228.8,10,4,24800,37600,100
138700,-23.704143,-46.700359,62.54,228.0,12,4,24900,37600,100
138800,-23.704147,-46.700329,63.70,226.5,12,4,25000,37600,100
138900,-23.704148,-46.700315,64.85,225.8,10,4,25100,37600,100
139000,-23.704149,-46.700301,66.00,225.1,11,4,25200,37600,100
139100,-23.704149,-46.700286,67.15,224.3,8,4,25300,37600,100
139200,-23.704149,-46.700257,68.30,222.9,12,4,25400,37600,100
139300,-23.704148,-46.700242,69.46,222.1,10,4,25500,37600,100
139400,-23.704147,-46.700226,70.61,221.4,8,4,25600,37600,100
139500,-23.704145,-46.700212,71.76,220.7,10,4,25700,37600,100
139600,-23.704141,-46.700182,72.91,219.2,12,4,25800,37600,100
139700,-23.704139,-46.700168,74.06,218.5,10,4,25900,37600,100
139800,-23.704134,-46.700141,75.22,217.1,12,4,26000,37600,100
139900,-23.704131,-46.700127,76.37,216.4,8,4,26100,37600,100
140000,-23.704127,-46.700110,77.52,215.5,8,4,26200,37600,100
140100,-23.704119,-46.700083,77.05,214.0,9,4,26300,37600,100
140200,-23.704116,-46.700069,75.97,213.3,10,4,26400,37600,100
140300,-23.704107,-46.700042,77.12,211.7,10,4,26500,37600,100
140400,-23.704102,-46.700027,76.72,210.8,9,4,26600,37600,100
140500,-23.704092,-46.699999,76.25,209.1,11,4,26700,37600,100
140600,-23.704088,-46.699987,77.40,208.3,8,4,26800,37600,100
140700,-23.704082,-46.699972,76.98,207.3,12,4,26900,37600,100
140800,-23.704072,-46.699946,77.55,205.5,11,4,27000,37600,100
140900,-23.704066,-46.699933,78.70,204.6,8,4,27100,37600,100
141000,-23.704055,-46.699905,79.29,202.4,8,4,27200,37600,100
141100,-23.704049,-46.699893,79.79,201.4,11,4,27300,37600,100
141200,-23.704038,-46.699866,79.69,199.1,8,4,27400,37600,100
141300,-23.704032,-46.699851,77.17,197.8,8,4,27500,37600,100
141400,-23.704022,-46.699825,76.95,195.2,10,4,27600,37600,100
141500,-23.704017,-46.699811,75.80,193.7,9,4,27700,37600,100
141600,-23.704012,-46.699797,76.95,192.1,9,4,27800,37600,100
141700,-23.704005,-46.699769,74.43,188.9,12,4,27900,37600,100
141800,-23.704003,-46.699754,71.91,187.0,10,4,28000,37600,100
141900,-23.704001,-46.699739,69.39,185.1,11,4,28100,37600,100
142000,-23.704002,-46.699710,66.87,181.3,9,4,28200,37600,100
142100,-23.704004,-46.699695,64.35,179.4,12,4,28300,37600,100
142200,-23.704006,-46.699681,61.83,177.6,10,4,28400,37600,100
142300,-23.704010,-46.699666,62.92,175.7,12,4,28500,37600,100
142400,-23.704014,-46.699653,64.07,174.1,10,4,28600,37600,100
142500,-23.704019,-46.699639,65.22,172.4,11,4,28700,37600,100
142600,-23.704028,-46.699613,66.37,169.4,8,4,28800,37600,100
142700,-23.704034,-46.699598,67.52,167.9,8,4,28900,37600,100
142800,-23.704039,-46.699585,68.68,166.5,10,4,29000,37600,100
142900,-23.704049,-46.699558,69.83,163.9,9,4,29100,37600,100
143000,-23.704055,-46.699544,70.98,162.5,11,4,29200,37600,100
143100,-23.704060,-46.699531,72.13,161.4,12,4,29300,37600,100
143200,-23.704069,-46.699503,73.28,159.0,11,4,29400,37600,100
143300,-23.704073,-46.699490,74.44,157.8,8,4,29500,37600,100
143400,-23.704077,-46.699475,75.59,156.7,8,4,29600,37600,100
143500,-23.704085,-46.699447,76.74,154.5,8,4,29700,37600,100
143600,-23.704088,-46.699432,77.44,153.3,9,4,29800,37600,100
143700,-23.704094,-46.699403,75.84,151.2,12,4,29900,37600,100
143800,-23.704096,-46.699389,77.00,150.1,12,4,30000,37600,100
143900,-23.704098,-46.699374,78.15,149.1,11,4,30100,37600,100
144000,-23.704100,-46.699345,76.50,147.0,11,4,30200,37600,100
144100,-23.704100,-46.699330,77.40,145.9,9,4,30300,37600,100
144200,-23.704099,-46.699301,74.88,143.8,11,4,30400,37600,100
144300,-23.704098,-46.699286,72.36,142.7,11,4,30500,37600,100
144400,-23.704095,-46.699271,69.84,141.6,9,4,30600,37600,100
144500,-23.704089,-46.699243,67.32,139.4,12,4,30700,37600,100
144600,-23.704085,-46.699228,64.80,138.3,12,4,30800,37600,100
144700,-23.704079,-46.699215,62.28,137.2,8,4,30900,37600,100
144800,-23.704074,-46.699202,59.76,136.1,10,4,31000,37600,100
144900,-23.704067,-46.699189,57.48,134.9,10,4,31100,37600,100
145000,-23.704059,-46.699177,56.70,133.8,12,4,31200,37600,100
145100,-23.704051,-46.699166,55.05,132.7,9,4,31300,37600,100
145200,-23.704042,-46.699155,54.86,131.5,10,4,31400,37600,100
145300,-23.704032,-46.699145,56.01,130.3,9,4,31500,37600,100
145400,-23.704022,-46.699135,57.16,129.2,12,4,31600,37600,100
145500,-23.704011,-46.699127,58.32,128.1,12,4,31700,37600,100
145600,-23.704000,-46.699118,59.47,126.9,8,4,31800,37600,100
145700,-23.703977,-46.699102,60.62,124.6,9,4,31900,37600,100
145800,-23.703966,-46.699094,61.77,123.4,9,4,32000,37600,100
145900,-23.703955,-46.699086,62.92,122.3,10,4,32100,37600,100
146000,-23.703944,-46.699077,64.08,121.1,11,4,32200,37600,100
146100,-23.703934,-46.699067,61.56,119.9,10,4,32300,37600,100
146200,-23.703925,-46.699057,59.04,118.9,12,4,32400,37600,100
146300,-23.703917,-46.699045,56.52,117.8,11,4,32500,37600,100
146400,-23.703910,-46.699032,54.00,116.9,11,4,32600,37600,100
146500,-23.703904,-46.699019,51.48,116.0,10,4,32700,37600,100
146600,-23.703899,-46.699006,52.63,115.2,10,4,32800,37600,100
146700,-23.703895,-46.698992,53.78,114.4,8,4,32900,37600,100
146800,-23.703891,-46.698977,54.93,113.7,10,4,33000,37600,100
146900,-23.703888,-46.698963,56.08,113.1,12,4,33100,37600,100
147000,-23.703885,-46.698949,57.24,112.5,11,4,33200,37600,100
147100,-23.703883,-46.698935,58.39,112.0,10,4,33300,37600,100
147200,-23.703879,-46.698905,59.54,110.9,9,4,33400,37600,100
147300,-23.703877,-46.698891,60.69,110.5,8,4,33500,37600,100
147400,-23.703875,-46.698876,61.84,110.0,9,4,33600,37600,100
147500,-23.703874,-46.698861,63.00,109.6,11,4,33700,37600,100
147600,-23.703872,-46.698848,64.15,109.2,12,4,33800,37600,100
147700,-23.703870,-46.698832,65.30,108.8,8,4,33900,37600,100
147800,-23.703868,-46.698804,66.45,108.1,9,4,34000,37600,100
147900,-23.703866,-46.698789,67.60,107.7,9,4,34100,37600,100
148000,-23.703864,-46.698774,68.76,107.3,10,4,34200,37600,100
148100,-23.703863,-46.698759,69.91,107.0,11,4,34300,37600,100
148200,-23.703860,-46.698731,71.06,106.3,10,4,34400,37600,100
148300,-23.703858,-46.698715,72.21,105.9,8,4,34500,37600,100
148400,-23.703856,-46.698702,73.36,105.7,12,4,34600,37600,100
148500,-23.703852,-46.698672,74.52,105.0,10,4,34700,37600,100
148600,-23.703850,-46.698659,75.67,104.7,10,4,34800,37600,100
148700,-23.703846,-46.698629,76.82,104.1,12,4,34900,37600,100
148800,-23.703844,-46.698615,77.97,103.8,12,4,35000,37600,100
148900,-23.703839,-46.698585,79.12,103.2,12,4,35100,37600,100
149000,-23.703837,-46.698572,78.64,102.9,12,4,35200,37600,100
149100,-23.703833,-46.698555,78.21,102.6,9,4,35300,37600,100
149200,-23.703828,-46.698529,76.83,102.0,8,4,35400,37600,100
149300,-23.703825,-46.698513,75.94,101.7,12,4,35500,37600,100
149400,-23.703818,-46.698484,77.09,101.1,8,4,35600,37600,100
149500,-23.703814,-46.698471,77.59,100.8,9,4,35700,37600,100
149600,-23.703807,-46.698443,76.60,100.2,11,4,35800,37600,100
149700,-23.703802,-46.698428,77.11,99.9,12,4,35900,37600,100
149800,-23.703798,-46.698414,76.30,99.5,8,4,36000,37600,100
149900,-23.703788,-46.698385,77.45,98.9,10,4,36100,37600,100
150000,-23.703783,-46.698372,78.60,98.6,10,4,36200,37600,100
150100,-23.703773,-46.698345,76.77,97.9,9,4,36300,37600,100
150200,-23.703768,-46.698333,76.79,97.6,9,4,36400,37600,100
150300,-23.703755,-46.698306,77.94,96.9,8,4,36500,37600,100
150400,-23.703748,-46.698293,77.74,96.6,10,4,36600,37600,100
150500,-23.703741,-46.698280,78.89,96.2,10,4,36700,37600,100
150600,-23.703727,-46.698256,77.30,95.5,10,4,36800,37600,100
150700,-23.703718,-46.698244,77.06,95.1,12,4,36900,37600,100
150800,-23.703702,-46.698222,78.21,94.3,9,4,37000,37600,100
150900,-23.703692,-46.698211,75.69,93.9,10,4,37100,37600,100
151000,-23.703683,-46.698201,73.17,93.5,12,4,37200,37600,100
151100,-23.703662,-46.698180,70.65,92.5,11,4,37300,37600,100
151200,-23.703651,-46.698172,69.56,92.1,10,4,37400,37600,100
151300,-23.703640,-46.698163,67.57,91.6,8,4,37500,37600,100
151400,-23.703618,-46.698149,67.74,90.7,10,4,37600,37600,100
151500,-23.703600,-46.698140,65.22,90.0,10,4,37700,37600,100
151600,-23.703600,-46.698140,47.15,90.0,10,5,100,37600,0
151700,-23.703589,-46.698135,48.30,89.5,11,5,200,37600,0
151800,-23.703576,-46.698130,49.46,89.0,11,5,300,37600,0
151900,-23.703563,-46.698126,50.61,88.5,12,5,400,37600,0
152000,-23.703550,-46.698123,51.76,88.0,10,5,500,37600,0
152100,-23.703536,-46.698120,52.91,87.5,10,5,600,37600,0
152200,-23.703523,-46.698118,54.06,86.9,9,5,700,37600,0
152300,-23.703510,-46.698116,55.22,86.4,11,5,799,37600,0
152400,-23.703496,-46.698115,56.37,85.9,12,5,899,37600,0
152500,-23.703482,-46.698115,57.52,85.3,9,5,999,37600,0
152600,-23.703469,-46.698116,58.67,84.8,12,5,1099,37600,0
152700,-23.703456,-46.698117,59.82,84.3,9,5,1200,37600,0
152800,-23.703429,-46.698121,60.98,83.3,12,5,1300,37600,0
152900,-23.703416,-46.698124,62.13,82.7,10,5,1400,37600,0
153000,-23.703403,-46.698128,63.28,82.2,8,5,1500,37600,0
153100,-23.703390,-46.698132,63.50,81.7,9,5,1600,37600,0
153200,-23.703377,-46.698138,64.00,81.2,10,5,1700,37600,0
153300,-23.703365,-46.698144,62.04,80.6,8,5,1800,37600,0
153400,-23.703353,-46.698151,62.30,80.1,8,5,1900,37600,0
153500,-23.703331,-46.698166,62.28,79.2,11,5,2000,37600,0
153600,-23.703320,-46.698175,63.43,78.7,11,5,2100,37600,0
153700,-23.703309,-46.698185,61.92,78.2,11,5,2200,37600,0
153800,-23.703300,-46.698195,63.08,77.7,12,5,2300,37600,0
153900,-23.703291,-46.698206,64.23,77.3,11,5,2400,37600,0
154000,-23.703274,-46.698230,65.38,76.4,11,5,2500,37600,0
154100,-23.703266,-46.698241,66.53,76.0,8,5,2600,37600,0
154200,-23.703259,-46.698253,67.68,75.6,8,5,2700,37600,0
154300,-23.703252,-46.698266,68.84,75.2,12,5,2800,37600,0
154400,-23.703240,-46.698291,69.99,74.4,12,5,2900,37600,0
154500,-23.703234,-46.698306,71.14,74.0,11,5,3000,37600,0
154600,-23.703229,-46.698319,72.29,73.6,11,5,3100,37600,0
154700,-23.703219,-46.698347,73.44,72.9,11,5,3200,37600,0
154800,-23.703216,-46.698359,74.60,72.6,11,5,3300,37600,0
154900,-23.703212,-46.698374,75.75,72.3,11,5,3400,37600,0
155000,-23.703205,-46.698403,76.90,71.6,9,5,3500,37600,0
155100,-23.703202,-46.698417,78.05,71.3,8,5,3600,37600,0
155200,-23.703196,-46.698445,78.15,70.6,11,5,3700,37600,0
155300,-23.703194,-46.698460,78.81,70.3,11,5,3800,37600,0
155400,-23.703190,-46.698489,78.39,69.7,11,5,3900,37600,0
155500,-23.703188,-46.698505,77.18,69.4,9,5,4000,37600,0
155600,-23.703187,-46.698517,76.50,69.1,12,5,4100,37600,0
155700,-23.703184,-46.698549,76.59,68.5,8,5,4200,37600,0
155800,-23.703183,-46.698562,77.74,68.2,9,5,4300,37600,0
155900,-23.703182,-46.698591,78.89,67.6,9,5,4400,37600,0
156000,-23.703181,-46.698608,77.32,67.3,11,5,4500,37600,0
156100,-23.703181,-46.698635,78.01,66.7,12,5,4600,37600,0
156200,-23.703181,-46.698652,76.75,66.4,8,5,4699,37600,0
156300,-23.703181,-46.698666,77.19,66.1,10,5,4799,37600,0
156400,-23.703181,-46.698693,76.62,65.6,12,5,4899,37600,0
156500,-23.703182,-46.698711,76.84,65.2,10,5,4999,37600,0
156600,-23.703183,-46.698739,76.59,64.7,11,5,5099,37600,0
156700,-23.703184,-46.698753,76.67,64.4,11,5,5199,37600,0
156800,-23.703186,-46.698784,77.82,63.7,8,5,5299,37600,0
156900,-23.703187,-46.698798,78.24,63.4,8,5,5399,37600,0
